partition,method,object_code,count,great_circle_mean_deg,great_circle_median_deg,great_circle_p90_deg,top1_acc,failure_rate_gt_30_deg,failure_rate_gt_60_deg,failure_rate_gt_90_deg
id,operational_6ch_1nn,b827,10,3.000000000000001,0.0,30.00000000000001,0.9,0.1,0.0,0.0
id,operational_6ch_1nn,b871,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0
id,operational_6ch_1nn,b8ed,10,70.94543261632592,75.0,151.04497562814015,0.4,0.6,0.5,0.5
id,operational_6ch_1nn,b905,10,19.563848843708342,0.0,82.81924421854174,0.7,0.2,0.2,0.0
id,operational_6ch_1nn,b943,10,6.000000000000002,0.0,30.000000000000018,0.8,0.1,0.0,0.0
id,operational_6ch_1nn,b974,10,2.9999999999999964,0.0,29.999999999999964,0.9,0.0,0.0,0.0
id,operational_6ch_1nn,b979,10,90.11856794744281,95.2526751637093,151.04497562814015,0.0,0.8,0.5,0.5
id,operational_6ch_1nn,b97b,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0
id,operational_6ch_1nn,b9e6,10,12.868218745348944,0.0,128.68218745348943,0.9,0.1,0.1,0.1
id,operational_6ch_1nn,ba0f,10,96.97271630816296,119.99999999999997,180.0,0.0,0.8,0.6,0.6
id,operational_6ch_1nn,baa9,10,3.0000000000000018,0.0,30.000000000000018,0.9,0.1,0.0,0.0
id,operational_6ch_1nn,bb26,10,80.53656515187132,82.81924421854173,180.0,0.3,0.6,0.6,0.4
id,operational_6ch_1nn,bb7c,10,12.000000000000004,0.0,60.000000000000036,0.8,0.2,0.1,0.0
id,operational_6ch_1nn,bb7d,10,63.97271630816296,45.0,151.04497562814015,0.4,0.6,0.4,0.4
id,operational_6ch_1nn,bbc6,10,48.97271630816296,30.000000000000007,151.04497562814015,0.3,0.5,0.3,0.3
id,operational_6ch_1nn,bc2c,10,46.48709444522637,29.99999999999998,179.99999999999997,0.3,0.4,0.2,0.2
id,operational_6ch_global_phase_invariant_1nn,b7c1,10,13.140962210927086,0.0,90.0,0.8,0.2,0.1,0.0
id,operational_6ch_global_phase_invariant_1nn,b7fd,10,96.30028633440624,99.2390752458985,179.99999999999997,0.1,0.9,0.8,0.5
id,operational_6ch_global_phase_invariant_1nn,b80b,10,3.0000000000000018,0.0,30.000000000000018,0.9,0.1,0.0,0.0
id,operational_6ch_global_phase_invariant_1nn,b812,10,2.9999999999999996,0.0,29.999999999999996,0.9,0.0,0.0,0.0
id,operational_6ch_global_phase_invariant_1nn,b827,10,9.000000000000004,0.0,60.000000000000036,0.8,0.2,0.1,0.0
id,operational_6ch_global_phase_invariant_1nn,b871,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0
id,operational_6ch_global_phase_invariant_1nn,b8ed,10,70.94543261632592,75.0,151.04497562814015,0.4,0.6,0.5,0.5
id,operational_6ch_global_phase_invariant_1nn,b905,10,19.563848843708342,0.0,82.81924421854174,0.7,0.2,0.2,0.0
id,operational_6ch_global_phase_invariant_1nn,b943,10,6.000000000000002,0.0,30.000000000000018,0.8,0.1,0.0,0.0
id,operational_6ch_global_phase_invariant_1nn,b974,10,29.28192442185417,0.0,180.0,0.7,0.2,0.2,0.1
